udi,product_id,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,Heat Dissipation Failure,No Failure,Overstrain Failure,Power Failure,Random Failures,Tool Wear Failure
8503,H37916,298,309,1279,55,152,0,1,0,0,0,0
1658,M16517,298,308,1374,48,156,0,1,0,0,0,0
4142,H33555,301,310,1462,38,49,0,1,0,0,0,0
4294,L51473,301,310,1393,44,208,0,1,0,0,0,0
5759,L52938,301,311,1501,40,59,0,1,0,0,0,0
8711,L55890,297,308,1712,32,48,0,1,0,0,0,0
7853,L55032,300,311,1515,37,5,0,1,0,0,0,0
2344,L49523,299,308,1305,61,17,0,1,0,0,0,0
584,H29997,297,309,1697,32,210,0,1,0,0,0,0
9813,M24672,298,309,1411,45,157,0,1,0,0,0,0
3208,M18067,300,309,1642,31,37,0,1,0,0,0,0
1064,M15923,296,307,1664,32,142,0,1,0,0,0,0
6629,L53808,301,310,1593,34,102,0,1,0,0,0,0
2631,L49810,300,309,1372,39,105,0,1,0,0,0,0
6783,L53962,301,310,1531,53,57,0,1,0,0,0,0
1742,M16601,298,308,1363,49,149,0,1,0,0,0,0
8710,L55889,297,308,1578,35,46,0,1,0,0,0,0
2444,L49623,299,308,1647,35,74,0,1,0,0,0,0
9222,M24081,297,309,1675,30,110,0,1,0,0,0,0
5403,L52582,302,312,1421,48,0,0,1,0,0,0,0
5040,H34453,304,313,1689,32,134,0,1,0,0,0,0
6987,L54166,300,311,1688,30,161,0,1,0,0,0,0
2039,L49218,299,308,1405,55,103,0,1,0,0,0,0
7581,L54760,300,311,1495,51,175,0,1,0,0,0,0
214,L47393,298,308,1386,44,135,0,1,0,0,0,0
5613,L52792,303,312,1486,42,112,0,1,0,0,0,0
3618,L50797,301,311,1529,41,12,0,1,0,0,0,0
4755,M19614,303,311,1384,54,48,0,1,0,0,0,0
9429,H38842,298,308,1837,28,34,0,1,0,0,0,0
5152,L52331,304,313,1409,56,19,0,1,0,0,0,0
4240,L51419,302,311,1446,37,75,0,1,0,0,0,0
2184,M17043,299,309,1577,39,48,0,1,0,0,0,0
2010,M16869,298,308,1717,28,29,0,1,0,0,0,0
5690,L52869,302,311,1543,31,96,0,1,0,0,0,0
3205,L50384,300,309,1404,54,29,0,1,0,0,0,0
1479,L48658,298,309,1568,35,140,0,1,0,0,0,0
8899,L56078,297,308,1532,38,136,0,1,0,0,0,0
501,M15360,297,309,1804,27,215,0,1,0,0,0,0
1738,L48917,298,307,1743,27,134,0,1,0,0,0,0
8176,M23035,299,311,1445,41,169,0,1,0,0,0,0
9383,L56562,297,308,1610,33,115,0,1,0,0,0,0
2340,L49519,299,308,1466,41,8,0,1,0,0,0,0
8908,M23767,297,308,1404,43,160,0,1,0,0,0,0
2276,L49455,299,308,1605,37,78,0,1,0,0,0,0
5387,L52566,302,312,1469,42,214,0,1,0,0,0,0
1800,M16659,298,307,1427,45,95,0,1,0,0,0,0
1306,L48485,298,310,1672,30,150,0,1,0,0,0,0
3754,L50933,302,311,1463,46,150,0,1,0,0,0,0
1912,M16771,298,307,1316,57,191,0,1,0,0,0,0
5611,L52790,303,312,1407,41,107,0,1,0,0,0,0
7045,M21904,300,310,1505,35,105,0,1,0,0,0,0
6899,M21758,301,311,1448,43,145,0,1,0,0,0,0
5003,L52182,303,312,1627,31,40,0,1,0,0,0,0
6502,M21361,300,310,1600,36,204,0,1,0,0,0,0
1258,L48437,297,308,1466,43,15,0,1,0,0,0,0
8632,H38045,297,308,1506,37,54,0,1,0,0,0,0
5520,L52699,302,311,1452,47,77,0,1,0,0,0,0
2437,H31850,299,308,1662,30,55,0,1,0,0,0,0
3503,M18362,301,310,1346,44,142,0,1,0,0,0,0
2328,M17187,299,308,1420,50,208,0,1,0,0,0,0
3438,L50617,301,310,2297,15,191,0,1,0,0,0,0
6957,M21816,300,311,1434,39,82,0,1,0,0,0,0
5631,M20490,302,312,1615,32,159,0,1,0,0,0,0
8934,M23793,297,308,1544,41,6,0,1,0,0,0,0
3388,M18247,301,310,1290,65,63,0,0,0,1,0,0
832,M15691,296,307,1544,42,170,0,1,0,0,0,0
7974,L55153,301,312,1682,29,83,0,1,0,0,0,0
1609,L48788,297,307,1393,38,29,0,1,0,0,0,0
9164,L56343,297,308,1415,47,169,0,1,0,0,0,0
700,H30113,297,308,1416,39,74,0,1,0,0,0,0
9054,M23913,297,308,1638,32,84,0,1,0,0,0,0
427,L47606,297,308,1501,44,20,0,1,0,0,0,0
8485,L55664,298,309,1397,50,110,0,1,0,0,0,0
8802,L55981,297,308,1488,36,71,0,1,0,0,0,0
3513,M18372,301,311,1393,49,168,0,1,0,0,0,0
6343,M21202,300,309,1444,42,3,0,1,0,0,0,0
9334,L56513,298,309,1450,40,199,0,1,0,0,0,0
2409,L49588,299,308,1356,52,188,0,1,0,0,0,0
835,H30248,296,307,1333,50,177,0,1,0,0,0,0
5984,H35397,300,310,1466,45,188,0,1,0,0,0,0
6169,M21028,300,310,1778,27,215,0,1,0,0,0,0
1501,M16360,298,308,2101,17,198,0,1,0,0,0,0
5051,H34464,304,313,1701,30,171,0,1,0,0,0,0
9461,M24320,298,309,1399,45,125,0,1,0,0,0,0
1534,M16393,298,308,1339,51,68,0,1,0,0,0,0
8548,M23407,298,309,1666,24,68,0,1,0,0,0,0
3521,L50700,301,311,1669,32,191,0,1,0,0,0,0
1151,L48330,297,307,1456,50,166,0,1,0,0,0,0
8781,M23640,297,308,1327,52,24,0,1,0,0,0,0
7215,M22074,299,309,1625,41,109,0,1,0,0,0,0
9486,L56665,298,309,1589,34,197,0,1,0,0,0,0
6444,L53623,300,310,1537,33,52,0,1,0,0,0,0
5446,M20305,303,312,1648,32,104,0,1,0,0,0,0
8022,M22881,301,312,1499,34,207,0,1,0,0,0,0
6594,L53773,301,310,1679,29,10,0,1,0,0,0,0
7873,L55052,300,312,1532,37,54,0,1,0,0,0,0
9338,H38751,298,308,1500,40,207,0,1,0,0,0,0
9571,L56750,299,310,1384,48,188,0,1,0,0,0,0
1975,L49154,298,307,1450,48,138,0,1,0,0,0,0
5896,M20755,301,310,1460,46,166,0,1,0,0,0,0
6764,M21623,301,310,1782,26,6,0,1,0,0,0,0
2368,M17227,299,308,1496,39,80,0,1,0,0,0,0
8920,L56099,297,308,1693,28,188,0,1,0,0,0,0
6026,L53205,300,311,1336,53,68,0,1,0,0,0,0
4348,H33761,301,309,1724,27,126,0,1,0,0,0,0
3787,L50966,302,310,1587,36,20,0,1,0,0,0,0
5789,L52968,301,311,1443,43,134,0,1,0,0,0,0
7131,L54310,300,309,1428,48,109,0,1,0,0,0,0
4931,L52110,303,312,1663,33,78,0,1,0,0,0,0
4148,L51327,301,310,1398,44,65,0,1,0,0,0,0
7297,H36710,300,310,1881,21,102,0,1,0,0,0,0
1864,M16723,297,307,1517,39,69,0,1,0,0,0,0
8379,M23238,298,309,1331,61,46,0,1,0,0,0,0
9432,L56611,298,308,1430,57,43,0,1,0,0,0,0
1852,M16711,297,307,1365,49,36,0,1,0,0,0,0
5251,L52430,303,312,1332,52,66,0,1,0,0,0,0
6039,L53218,300,311,1496,38,99,0,1,0,0,0,0
2222,L49401,299,309,1372,60,149,0,1,0,0,0,0
417,L47596,297,308,1495,37,211,0,1,0,0,0,0
1223,L48402,297,308,1399,59,135,0,1,0,0,0,0
5101,M19960,304,313,1437,47,102,0,1,0,0,0,0
1652,L48831,298,307,1414,51,140,0,1,0,0,0,0
810,L47989,296,307,1452,45,122,0,1,0,0,0,0
3732,M18591,302,311,1377,43,91,1,0,0,0,0,0
797,M15656,296,307,2010,18,86,0,1,0,0,0,0
7809,L54988,299,311,1627,36,118,0,1,0,0,0,0
8347,L55526,298,309,1601,35,176,0,1,0,0,0,0
5368,M20227,303,312,1766,26,157,0,1,0,0,0,0
989,H30402,296,307,1774,25,154,0,1,0,0,0,0
9197,L56376,298,308,1607,37,49,0,1,0,0,0,0
9260,M24119,298,309,1694,28,5,0,1,0,0,0,0
5293,M20152,303,313,1567,35,168,0,1,0,0,0,0
261,M15120,298,308,1522,49,22,0,1,0,0,0,0
5248,L52427,303,313,1405,38,58,0,1,0,0,0,0
3235,L50414,300,309,1489,38,109,0,1,0,0,0,0
6301,L53480,301,310,1517,39,107,0,1,0,0,0,0
5202,M20061,303,312,1396,47,158,0,1,0,0,0,0
3746,L50925,302,311,1738,25,128,0,1,0,0,0,0
6293,L53472,301,310,1614,31,84,0,1,0,0,0,0
8281,L55460,298,310,1602,39,211,0,1,0,0,0,0
2191,M17050,299,309,1471,44,67,0,1,0,0,0,0
6440,L53619,300,310,1656,32,44,0,1,0,0,0,0
2336,L49515,299,308,1509,39,0,0,1,0,0,0,0
4019,M18878,302,310,1783,23,190,0,1,0,0,0,0
3129,M17988,300,309,1462,42,50,0,1,0,0,0,0
5429,L52608,302,312,1453,47,62,0,1,0,0,0,0
4561,L51740,302,310,1597,41,15,0,1,0,0,0,0
6254,L53433,300,310,1615,30,200,0,1,0,0,0,0
2228,L49407,299,308,1965,20,164,0,1,0,0,0,0
5900,H35313,300,310,1686,27,176,0,1,0,0,0,0
2306,H31719,299,308,1342,47,147,0,1,0,0,0,0
5998,M20857,300,310,1571,34,228,0,0,0,0,0,0
4355,L51534,302,309,1456,58,145,0,0,0,1,0,0
5224,M20083,303,313,1350,47,2,0,1,0,0,0,0
3349,M18208,301,310,1532,40,178,0,1,0,0,0,0
3431,H32844,301,310,1821,26,171,0,1,0,0,0,0
1607,L48786,297,307,1505,39,25,0,1,0,0,0,0
4178,L51357,302,310,1477,39,144,0,1,0,0,0,0
9240,H38653,298,308,1436,51,153,0,1,0,0,0,0
6479,L53658,300,309,1663,29,145,0,1,0,0,0,0
7533,M22392,300,311,1629,32,55,0,1,0,0,0,0
6582,L53761,301,310,1559,36,196,0,1,0,0,0,0
833,L48012,296,307,1521,38,173,0,1,0,0,0,0
9088,L56267,297,307,1681,27,181,0,1,0,0,0,0
1348,L48527,298,310,1717,27,26,0,1,0,0,0,0
7797,L54976,300,311,1454,52,90,0,1,0,0,0,0
3526,L50705,301,310,1609,31,202,0,1,0,0,0,0
3502,H32915,301,311,1291,63,137,0,1,0,0,0,0
3809,M18668,302,310,1762,24,73,0,1,0,0,0,0
4530,M19389,302,310,1586,34,149,0,1,0,0,0,0
6009,L53188,300,310,1431,39,22,0,1,0,0,0,0
4338,L51517,301,309,1440,43,100,0,1,0,0,0,0
3512,L50691,301,311,1322,53,166,0,1,0,0,0,0
4041,L51220,302,310,1767,27,11,0,1,0,0,0,0
2592,L49771,298,308,1522,46,2,0,1,0,0,0,0
3489,L50668,301,310,1379,54,99,0,1,0,0,0,0
2959,M17818,300,309,1481,44,49,0,1,0,0,0,0
7795,M22654,300,311,1415,55,82,0,1,0,0,0,0
3507,H32920,301,310,1435,47,152,0,1,0,0,0,0
7014,M21873,300,310,1544,36,21,0,1,0,0,0,0
9423,L56602,298,308,1665,29,20,0,1,0,0,0,0
7828,M22687,299,311,1452,44,167,0,1,0,0,0,0
8164,L55343,299,311,1574,36,135,0,1,0,0,0,0
6971,L54150,300,311,1436,44,119,0,1,0,0,0,0
7969,L55148,300,312,1811,23,72,0,1,0,0,0,0
5756,L52935,302,311,1391,49,52,0,1,0,0,0,0
2738,M17597,299,309,1508,41,152,0,1,0,0,0,0
2453,M17312,299,308,2329,14,95,0,1,0,0,0,0
4659,L51838,303,311,1679,34,25,0,1,0,0,0,0
4403,H33816,302,310,1506,33,43,0,1,0,0,0,0
5790,M20649,301,311,1416,49,136,0,1,0,0,0,0
1673,L48852,298,307,1432,49,198,0,1,0,0,0,0
5054,L52233,303,312,1514,34,180,0,1,0,0,0,0
4474,L51653,302,310,1551,35,6,0,1,0,0,0,0
7798,L54977,300,311,1476,39,92,0,1,0,0,0,0
8578,L55757,297,308,1502,43,139,0,1,0,0,0,0
1317,L48496,299,310,1507,36,173,0,1,0,0,0,0
6232,M21091,301,311,1495,40,148,0,1,0,0,0,0
8262,H37675,299,310,1434,48,153,0,1,0,0,0,0
9945,L57124,298,307,1399,47,99,0,1,0,0,0,0
818,L47997,296,307,1368,52,140,0,1,0,0,0,0
2382,L49561,299,308,1493,34,119,0,1,0,0,0,0
8818,H38231,297,308,1376,53,112,0,1,0,0,0,0
71,M14930,298,309,1924,22,193,0,1,0,0,0,0
1267,L48446,298,309,1633,34,41,0,1,0,0,0,0
1578,L48757,298,308,1484,43,172,0,1,0,0,0,0
9213,L56392,298,308,1390,53,88,0,1,0,0,0,0
1681,M16540,297,307,1610,34,219,0,1,0,0,0,0
3967,L51146,302,311,1530,37,57,0,1,0,0,0,0
1326,H30739,298,310,1567,36,197,0,1,0,0,0,0
1366,L48545,298,310,1676,33,70,0,1,0,0,0,0
3677,M18536,302,311,1562,38,162,0,1,0,0,0,0
9718,L56897,298,309,1500,44,115,0,1,0,0,0,0
1091,L48270,296,307,1464,41,6,0,1,0,0,0,0
2457,L49636,299,308,1555,36,104,0,1,0,0,0,0
8808,M23667,297,308,1604,32,85,0,1,0,0,0,0
6834,L54013,301,311,1387,53,188,0,1,0,0,0,0
5679,M20538,302,311,1584,36,63,0,1,0,0,0,0
9507,H38920,299,310,1548,41,25,0,1,0,0,0,0
9274,H38687,298,308,1520,35,40,0,1,0,0,0,0
4020,M18879,302,310,1558,45,193,0,1,0,0,0,0
656,L47835,297,309,1435,38,165,0,1,0,0,0,0
1772,L48951,298,307,1446,45,23,0,1,0,0,0,0
3111,H32524,299,309,1525,33,0,0,1,0,0,0,0
6290,L53469,301,310,1248,61,77,0,1,0,0,0,0
5657,M20516,302,311,1316,47,4,0,1,0,0,0,0
1751,M16610,298,307,1617,31,173,0,1,0,0,0,0
75,L47254,298,309,1601,32,202,0,1,0,0,0,0
5661,L52840,302,311,1477,41,15,0,1,0,0,0,0
1928,H31341,298,307,1314,47,19,0,1,0,0,0,0
1543,L48722,298,308,1379,54,91,0,1,0,0,0,0
3615,L50794,301,311,1606,33,4,0,1,0,0,0,0
8219,L55398,299,310,1485,37,46,0,1,0,0,0,0
3505,M18364,301,310,1524,41,147,0,1,0,0,0,0
5339,M20198,303,312,1674,32,76,0,1,0,0,0,0
6380,L53559,300,309,1485,45,100,0,1,0,0,0,0
1964,L49143,297,307,1379,43,111,0,1,0,0,0,0
2129,L49308,299,309,1800,24,128,0,1,0,0,0,0
2241,L49420,299,308,1457,44,195,0,1,0,0,0,0
3667,M18526,302,311,1608,39,136,0,1,0,0,0,0
6714,L53893,301,310,1416,45,88,0,1,0,0,0,0
6389,H35802,300,309,1509,46,125,0,1,0,0,0,0
2593,L49772,298,308,1539,45,4,0,1,0,0,0,0
171,M15030,298,308,1610,35,24,0,1,0,0,0,0
5841,M20700,301,311,1581,30,31,0,1,0,0,0,0
2097,M16956,299,309,1387,56,32,0,1,0,0,0,0
9624,L56803,298,310,1356,47,116,0,1,0,0,0,0
5267,M20126,303,312,1518,38,103,0,1,0,0,0,0
3251,H32664,301,309,1709,27,151,0,1,0,0,0,0
9859,L57038,298,309,1547,33,68,0,1,0,0,0,0
5139,M19998,304,313,1489,40,196,0,1,0,0,0,0
3206,M18065,300,308,1548,38,31,0,1,0,0,0,0
9780,L56959,298,309,1509,36,57,0,1,0,0,0,0
3586,L50765,301,310,1947,25,137,0,1,0,0,0,0
3722,M18581,302,311,1544,43,63,0,1,0,0,0,0
1815,L48994,298,307,1650,34,138,0,1,0,0,0,0
2346,L49525,299,308,1475,38,22,0,1,0,0,0,0
6149,L53328,301,311,1564,37,165,0,1,0,0,0,0
2707,M17566,299,309,1560,37,73,0,1,0,0,0,0
5849,L53028,301,311,2323,15,50,0,1,0,0,0,0
5793,M20652,301,311,1624,31,145,0,1,0,0,0,0
1310,L48489,298,310,1654,31,158,0,1,0,0,0,0
5372,L52551,302,312,1435,47,173,0,1,0,0,0,0
210,L47389,298,308,1477,44,124,0,1,0,0,0,0
3443,M18302,301,310,1495,52,201,0,1,0,0,0,0
2902,L50081,300,309,1425,40,103,0,1,0,0,0,0
4529,L51708,302,310,1507,39,147,0,1,0,0,0,0
9505,L56684,299,310,1440,47,21,0,1,0,0,0,0
8906,L56085,297,308,1385,55,156,0,1,0,0,0,0
9649,L56828,299,310,1416,41,185,0,1,0,0,0,0
2899,M17758,300,309,1550,40,96,0,1,0,0,0,0
285,L47464,298,308,2051,19,90,0,1,0,0,0,0
6352,L53531,300,309,1542,47,25,0,1,0,0,0,0
3080,L50259,300,309,1340,56,130,0,1,0,0,0,0
9157,M24016,297,308,1369,54,145,0,1,0,0,0,0
1005,H30418,296,307,1424,42,196,0,1,0,0,0,0
9602,L56781,298,310,2109,18,61,0,1,0,0,0,0
8283,M23142,298,310,1638,33,218,0,1,0,0,0,0
457,H29870,297,308,1478,47,98,0,1,0,0,0,0
8683,M23542,297,308,1353,46,185,0,1,0,0,0,0
7086,L54265,300,310,1484,41,213,0,1,0,0,0,0
4231,L51410,302,310,1673,32,52,0,1,0,0,0,0
8954,L56133,297,308,1518,36,59,0,1,0,0,0,0
6042,M20901,300,311,1418,49,106,0,1,0,0,0,0
352,M15211,297,308,1611,31,48,0,1,0,0,0,0
399,H29812,297,308,1502,43,169,0,1,0,0,0,0
3450,L50629,301,310,1605,33,220,0,1,0,0,0,0
1190,M16049,297,308,1794,27,38,0,1,0,0,0,0
4307,L51486,301,310,1869,22,18,0,1,0,0,0,0
217,L47396,298,308,1499,38,142,0,1,0,0,0,0
3605,L50784,301,310,1557,33,190,0,1,0,0,0,0
9060,L56239,297,308,1805,25,103,0,1,0,0,0,0
7914,L55093,300,312,1395,41,157,0,1,0,0,0,0
7609,L54788,300,311,1642,27,37,0,1,0,0,0,0
3048,L50227,300,309,1558,38,51,0,1,0,0,0,0
3883,L51062,302,311,1419,43,39,0,1,0,0,0,0
9194,M24053,297,309,1530,40,42,0,1,0,0,0,0
6340,L53519,300,310,1451,48,208,0,1,0,0,0,0
321,H29734,297,308,1550,38,185,0,1,0,0,0,0
186,L47365,298,308,1446,38,61,0,1,0,0,0,0
5565,L52744,302,311,1416,46,202,0,1,0,0,0,0
3090,H32503,300,309,1520,38,158,0,1,0,0,0,0
6271,L53450,300,310,2021,18,30,0,1,0,0,0,0
1839,M16698,297,307,1456,39,199,0,1,0,0,0,0
2258,L49437,299,308,1892,25,34,0,1,0,0,0,0
529,M15388,297,309,1553,42,60,0,1,0,0,0,0
4578,L51757,303,311,1800,23,61,0,1,0,0,0,0
4843,M19702,303,311,1489,49,64,0,1,0,0,0,0
7216,L54395,299,309,1477,47,112,0,1,0,0,0,0
5208,M20067,303,312,1488,41,175,0,1,0,0,0,0
2800,L49979,300,309,1404,44,87,0,1,0,0,0,0
5653,L52832,302,311,1727,26,213,0,1,0,0,0,0
3802,M18661,302,310,1771,27,54,0,1,0,0,0,0
2351,L49530,299,308,1744,26,33,0,1,0,0,0,0
1862,M16721,297,307,1609,30,64,0,1,0,0,0,0
3731,M18590,302,311,1405,47,88,0,1,0,0,0,0
822,L48001,296,307,1474,41,148,0,1,0,0,0,0
7849,H37262,300,311,1547,37,217,0,1,0,0,0,0
10,M14869,298,309,1741,28,21,0,1,0,0,0,0
9955,M24814,298,307,1446,42,121,0,1,0,0,0,0
6973,L54152,300,311,1377,49,124,0,1,0,0,0,0
5218,M20077,303,312,1420,47,200,0,1,0,0,0,0
4761,L51940,303,311,1546,38,64,0,1,0,0,0,0
4743,L51922,303,311,1592,33,14,0,1,0,0,0,0
6122,L53301,300,311,1457,37,96,0,1,0,0,0,0
3880,M18739,302,311,1430,51,32,0,1,0,0,0,0
2240,L49419,299,308,1381,50,193,0,1,0,0,0,0
1909,L49088,297,307,1977,20,182,0,1,0,0,0,0
5470,M20329,302,312,1439,42,164,0,1,0,0,0,0
8929,L56108,297,308,1531,41,213,0,1,0,0,0,0
5769,L52948,301,311,1421,45,85,0,1,0,0,0,0
548,M15407,297,309,1482,39,112,0,1,0,0,0,0
6940,M21799,300,311,1348,53,35,0,1,0,0,0,0
5833,L53012,301,311,1675,32,12,0,1,0,0,0,0
5711,H35124,302,311,1413,46,147,0,1,0,0,0,0
9984,L57163,298,308,1694,28,195,0,1,0,0,0,0
1176,M16035,297,308,1578,37,3,0,1,0,0,0,0
390,M15249,297,308,1408,54,147,0,1,0,0,0,0
8769,M23628,297,308,1363,53,194,0,1,0,0,0,0
216,L47395,298,308,1548,40,140,0,1,0,0,0,0
3905,H33318,302,311,1426,50,101,0,1,0,0,0,0
7482,H36895,300,311,1506,36,141,0,1,0,0,0,0
3520,M18379,301,310,1569,32,188,0,1,0,0,0,0
9657,L56836,299,310,1623,33,210,0,1,0,0,0,0
7932,L55111,300,311,1499,38,205,0,1,0,0,0,0
9552,L56731,299,310,1391,48,139,0,1,0,0,0,0
3102,H32515,299,309,1467,37,193,0,1,0,0,0,0
7668,L54847,300,311,1528,43,185,0,1,0,0,0,0
937,M15796,295,306,1418,46,24,0,1,0,0,0,0
5453,M20312,303,312,1553,35,122,0,1,0,0,0,0
8252,L55431,299,310,1981,21,125,0,1,0,0,0,0
6956,L54135,300,311,1399,47,80,0,1,0,0,0,0
2492,L49671,299,308,1445,43,197,0,1,0,0,0,0
1438,H30851,298,309,1439,45,40,0,1,0,0,0,0
3707,L50886,302,311,1567,41,26,0,1,0,0,0,0
758,L47937,296,308,1555,33,229,0,1,0,0,0,0
1456,L48635,299,310,1382,53,89,0,1,0,0,0,0
5835,L53014,301,311,1434,49,16,0,1,0,0,0,0
5709,L52888,302,311,1611,38,143,0,1,0,0,0,0
9702,L56881,298,309,1485,42,74,0,1,0,0,0,0
3943,M18802,302,311,1398,47,202,0,1,0,0,0,0
6261,L53440,301,310,1436,45,8,0,1,0,0,0,0
6158,L53337,301,311,1774,29,186,0,1,0,0,0,0
5762,L52941,301,311,1369,49,66,0,1,0,0,0,0
4256,M19115,302,311,1387,52,116,0,1,0,0,0,0
3979,L51158,302,311,1382,46,94,0,1,0,0,0,0
1665,L48844,298,308,1535,38,179,0,1,0,0,0,0
9513,L56692,299,310,1575,37,42,0,1,0,0,0,0
6585,L53764,301,310,1372,44,203,0,1,0,0,0,0
9337,L56516,298,308,1725,31,205,0,1,0,0,0,0
1027,L48206,296,307,1512,36,46,0,1,0,0,0,0
4012,L51191,302,311,1447,52,174,0,1,0,0,0,0
3803,M18662,302,310,1488,44,57,0,1,0,0,0,0
8366,M23225,298,309,1551,36,15,0,1,0,0,0,0
4945,M19804,303,312,1765,27,115,0,1,0,0,0,0
814,L47993,296,307,1513,40,130,0,1,0,0,0,0
4604,H34017,302,311,1452,58,123,0,0,0,1,0,0
2668,M17527,299,309,1663,35,208,0,1,0,0,0,0
9339,H38752,298,309,1531,30,212,0,1,0,0,0,0
4007,L51186,302,311,1492,45,162,0,1,0,0,0,0
8424,L55603,299,310,1452,46,168,0,1,0,0,0,0
4914,M19773,303,312,1593,35,29,0,1,0,0,0,0
9444,H38857,298,308,1411,53,73,0,1,0,0,0,0
9621,L56800,298,310,1470,45,109,0,1,0,0,0,0
955,H30368,295,306,1414,42,69,0,1,0,0,0,0
7437,L54616,300,311,1487,41,22,0,1,0,0,0,0
5409,L52588,302,312,1628,33,15,0,1,0,0,0,0
3407,L50586,301,310,1470,44,113,0,1,0,0,0,0
6758,L53937,301,311,1822,26,204,0,1,0,0,0,0
6556,H35969,301,310,1394,46,130,0,1,0,0,0,0
4543,M19402,302,310,1581,32,181,0,1,0,0,0,0
9296,M24155,298,309,1413,47,97,0,1,0,0,0,0
2550,L49729,299,309,1489,42,114,0,1,0,0,0,0
282,L47461,298,308,1626,36,83,0,1,0,0,0,0
3553,M18412,301,310,1358,52,56,0,1,0,0,0,0
6218,M21077,301,310,1455,46,103,0,1,0,0,0,0
9253,M24112,298,309,1533,36,189,0,1,0,0,0,0
6738,M21597,301,311,1537,33,146,0,1,0,0,0,0
6927,H36340,301,311,1417,53,0,0,1,0,0,0,0
9903,H39316,298,309,1402,45,190,0,1,0,0,0,0
1076,H30489,296,307,1345,54,172,0,1,0,0,0,0
1321,M16180,299,310,1540,38,182,0,1,0,0,0,0
7218,L54397,299,309,1716,28,117,0,1,0,0,0,0
4209,M19068,302,310,1627,32,0,0,1,0,0,0,0
759,L47938,296,308,1497,41,231,0,1,0,0,0,0
5639,L52818,302,312,1519,38,178,0,1,0,0,0,0
1307,L48486,298,310,1487,41,152,0,1,0,0,0,0
7470,L54649,300,311,1607,33,109,0,1,0,0,0,0
8664,L55843,297,308,1671,29,136,0,1,0,0,0,0
7555,M22414,300,311,1371,50,109,0,1,0,0,0,0
8103,L55282,300,311,1413,46,182,0,1,0,0,0,0
7844,M22703,300,311,1400,48,205,0,1,0,0,0,0
509,L47688,297,309,1893,24,15,0,1,0,0,0,0
738,H30151,296,308,1474,39,177,0,1,0,0,0,0
9068,L56247,297,308,1351,56,126,0,1,0,0,0,0
2153,M17012,299,308,1648,28,188,0,1,0,0,0,0
2096,L49275,299,309,1525,41,30,0,1,0,0,0,0
9503,L56682,299,310,1495,49,16,0,1,0,0,0,0
5084,L52263,304,313,1327,54,57,0,1,0,0,0,0
5522,L52701,302,311,1397,46,82,0,1,0,0,0,0
8445,M23304,298,309,1818,24,9,0,1,0,0,0,0
8197,L55376,299,310,1622,33,217,0,1,0,0,0,0
8441,L55620,298,309,1370,56,0,0,1,0,0,0,0
6197,L53376,300,310,1701,30,55,0,1,0,0,0,0
2056,L49235,299,309,1643,32,145,0,1,0,0,0,0
9929,M24788,298,308,1576,27,55,0,1,0,0,0,0
852,M15711,296,307,1389,48,7,0,1,0,0,0,0
3534,L50713,302,311,1563,36,8,0,1,0,0,0,0
2273,M17132,299,308,1448,52,71,0,1,0,0,0,0
8831,H38244,297,308,1430,42,153,0,1,0,0,0,0
2384,L49563,299,308,1568,33,123,0,1,0,0,0,0
6726,M21585,301,310,1359,47,115,0,1,0,0,0,0
9468,L56647,298,309,1702,27,143,0,1,0,0,0,0
913,L48092,295,306,1569,40,174,0,1,0,0,0,0
7303,L54482,300,310,1494,44,117,0,1,0,0,0,0
665,L47844,297,308,1390,47,187,0,1,0,0,0,0
7724,L54903,300,311,1730,30,106,0,1,0,0,0,0
7971,M22830,300,312,1297,48,76,0,1,0,0,0,0
5905,M20764,300,310,1330,59,190,0,1,0,0,0,0
7924,M22783,300,312,1450,45,183,0,1,0,0,0,0
8882,H38295,298,309,1520,37,89,0,1,0,0,0,0
6400,M21259,300,309,1501,38,157,0,1,0,0,0,0
376,L47555,297,308,1533,37,115,0,1,0,0,0,0
3484,H32897,301,310,1455,42,85,0,1,0,0,0,0
2296,L49475,299,308,1512,37,126,0,1,0,0,0,0
2976,H32389,300,309,1360,46,93,0,1,0,0,0,0
1139,L48318,296,307,1435,41,139,0,1,0,0,0,0
103,L47282,298,308,1555,40,61,0,1,0,0,0,0
2174,M17033,299,309,1495,41,17,0,1,0,0,0,0
527,L47706,297,309,1373,50,55,0,1,0,0,0,0
9378,H38791,297,308,1488,41,101,0,1,0,0,0,0
3225,M18084,300,309,1557,33,84,0,1,0,0,0,0
3134,H32547,300,309,1442,49,61,0,1,0,0,0,0
4074,M18933,301,310,1412,46,89,0,1,0,0,0,0
173,M15032,298,308,1924,20,29,0,1,0,0,0,0
2069,M16928,299,309,1534,39,176,0,1,0,0,0,0
601,L47780,297,309,1547,37,25,0,1,0,0,0,0
6469,L53648,300,309,1507,42,117,0,1,0,0,0,0
8275,L55454,298,310,1640,29,195,0,1,0,0,0,0
2323,L49502,299,308,1514,41,196,0,1,0,0,0,0
106,L47285,298,308,1591,31,68,0,1,0,0,0,0
9833,L57012,298,309,2118,17,210,0,0,0,0,0,0
1059,L48238,296,307,1605,31,128,0,1,0,0,0,0
678,L47857,297,309,1478,39,10,0,1,0,0,0,0
5831,M20690,301,311,1438,42,7,0,1,0,0,0,0
